2024-04-15 11:10:52.574705+00	1380058
2024-04-15 11:10:52.573858+00	1380057
2024-04-15 11:10:52.572447+00	1380056
2024-04-15 11:10:52.571618+00	1380055
2024-04-15 11:10:52.568024+00	1380054
2024-04-15 11:10:52.564305+00	1380053
2024-04-15 11:10:52.563252+00	1380052
2024-04-15 11:10:52.560914+00	1380051
2024-04-15 11:10:52.560064+00	1380050
2024-04-15 11:10:52.556095+00	1380049
2024-04-15 11:10:52.549552+00	1380048
2024-04-15 11:10:52.542167+00	1380047
2024-04-15 11:10:52.536416+00	1380046
2024-04-15 11:10:52.528884+00	1380045
2024-04-15 11:10:52.527631+00	1380044
2024-04-15 11:10:52.526479+00	1380043
2024-04-15 11:10:52.517102+00	1380042
2024-04-15 11:10:52.51157+00	1380041
2024-04-15 11:10:52.506762+00	1380040
2024-04-15 11:10:52.500321+00	1380039
2024-04-15 11:10:52.433221+00	1380038
2024-04-15 11:10:52.424052+00	1380037
2024-04-15 11:10:52.420504+00	1380036
2024-04-15 11:10:43.636242+00	1380035
2024-04-15 11:10:43.6321+00	1380034
2024-04-15 11:10:43.62645+00	1380033
2024-04-15 11:10:43.6215+00	1380032
2024-04-15 11:10:43.617429+00	1380031
2024-04-15 11:10:43.607606+00	1380030
2024-04-15 11:10:43.606679+00	1380029
2024-04-15 11:10:43.602587+00	1380028
2024-04-15 11:10:43.599066+00	1380027
2024-04-15 11:10:43.593902+00	1380026
2024-04-15 11:10:43.586589+00	1380025
2024-04-15 11:10:43.58204+00	1380024
2024-04-15 11:10:43.5733+00	1380023
2024-04-15 11:10:43.57036+00	1380022
2024-04-15 11:10:43.568292+00	1380021
2024-04-15 11:10:43.564409+00	1380020
2024-04-15 11:10:43.557306+00	1380019
2024-04-15 11:10:43.550987+00	1380018
2024-04-15 11:10:43.544289+00	1380017
2024-04-15 11:10:43.54146+00	1380016
2024-04-15 11:10:43.530734+00	1380015
2024-04-15 11:10:43.52612+00	1380014
2024-04-15 11:10:43.517567+00	1380013
2024-04-15 11:10:43.512327+00	1380012
2024-04-15 11:10:43.504422+00	1380011
2024-04-15 11:10:43.498306+00	1380010
2024-04-15 11:10:43.490209+00	1380009
2024-04-15 11:10:43.484259+00	1380008
2024-04-15 11:10:43.479581+00	1380007
2024-04-15 11:10:35.155331+00	1380006
2024-04-15 11:10:35.148922+00	1380005
2024-04-15 11:10:35.147614+00	1380004
2024-04-15 11:10:35.142493+00	1380003
2024-04-15 11:10:35.130954+00	1380002
2024-04-15 11:10:35.130021+00	1380001
2024-04-15 11:10:35.124383+00	1380000
2024-04-15 11:10:35.117985+00	1379999
2024-04-15 11:10:35.100501+00	1379998
2024-04-15 11:10:35.095748+00	1379997
2024-04-15 11:10:35.090613+00	1379996
2024-04-15 11:10:35.082968+00	1379995
2024-04-15 11:10:35.073328+00	1379994
2024-04-15 11:10:35.066052+00	1379993
2024-04-15 11:10:35.056209+00	1379992
2024-04-15 11:10:35.052999+00	1379991
2024-04-15 11:10:35.048598+00	1379990
2024-04-15 11:10:35.041566+00	1379989
2024-04-15 11:10:35.039206+00	1379988
2024-04-15 11:10:35.03636+00	1379987
2024-04-15 11:10:35.028642+00	1379986
2024-04-15 11:10:35.022495+00	1379985
2024-04-15 11:10:35.017828+00	1379984
2024-04-15 11:10:35.014265+00	1379983
2024-04-15 11:10:27.756366+00	1379982
2024-04-15 11:10:27.751812+00	1379981
2024-04-15 11:10:27.749102+00	1379980
2024-04-15 11:10:27.746007+00	1379979
2024-04-15 11:10:27.740971+00	1379978
2024-04-15 11:10:27.730838+00	1379977
2024-04-15 11:10:27.721279+00	1379976
2024-04-15 11:10:27.720481+00	1379975
2024-04-15 11:10:27.712884+00	1379974
2024-04-15 11:10:27.708474+00	1379973
2024-04-15 11:10:27.703289+00	1379972
2024-04-15 11:10:27.699106+00	1379971
2024-04-15 11:10:27.69472+00	1379970
2024-04-15 11:10:27.689628+00	1379969
2024-04-15 11:10:27.686889+00	1379968
2024-04-15 11:10:27.683467+00	1379967
2024-04-15 11:10:27.680518+00	1379966
2024-04-15 11:10:27.673529+00	1379965
2024-04-15 11:10:27.670727+00	1379964
2024-04-15 11:10:27.669798+00	1379963
2024-04-15 11:10:27.662725+00	1379962
2024-04-15 11:10:27.659024+00	1379961
